ID	Nucleic_acid
NC_026824	RNA
NC_026826	RNA
NC_026812	RNA
NC_023021	RNA
NC_023022	RNA
NC_023039	RNA
NC_023040	RNA
NC_023043	RNA
NC_023041	RNA
NC_023042	RNA
NC_026921	RNA
NC_017859	RNA
NC_023175	RNA
NC_023176	RNA
NC_027554	RNA
NC_027555	RNA
NC_027556	RNA
NC_027557	RNA
NC_027558	RNA
NC_027559	RNA
NC_027560	RNA
NC_027561	RNA
NC_027562	RNA
NC_036581	RNA
NC_036580	RNA
NC_018714	RNA
NC_018451	RNA
NC_036588	RNA
NC_007557	RNA
NC_007558	RNA
NC_008175	RNA
NC_012869	RNA
NC_007752	RNA
NC_008716	RNA
NC_012910	RNA
NC_015395	RNA
NC_005990	RNA
NC_005991	RNA
NC_003753	RNA
NC_003624	RNA
NC_003436	RNA
NC_004179	RNA
NC_007546	RNA
NC_011086	RNA
NC_011050	RNA
NC_004157	RNA
NC_002035	RNA
NC_003466	RNA
NC_007590	RNA
NC_007591	RNA
NC_003570	RNA
NC_003568	RNA
NC_008306	RNA
NC_009245	RNA
NC_001408	RNA
NC_002038	RNA
NC_002040	RNA
NC_002039	RNA
NC_001441	RNA
NC_009017	RNA
NC_009944	RNA
NC_009945	RNA
NC_003628	RNA
NC_003620	RNA
NC_002251	RNA
NC_001841	RNA
NC_001926	RNA
NC_001560	RNA
NC_011106	RNA
NC_003470	RNA
NC_010744	RNA
NC_005238	RNA
NC_003464	RNA
NC_003465	RNA
NC_007156	RNA
NC_007163	RNA
NC_008736	RNA
NC_008169	RNA
NC_003093	RNA
NC_014711	RNA
NC_006063	RNA
NC_003092	RNA
NC_001642	RNA
NC_005287	RNA
NC_006057	RNA
NC_016991	RNA
NC_006559	RNA
NC_007648	RNA
NC_009013	RNA
NC_001873	RNA
NC_002559	RNA
NC_003745	RNA
NC_004729	RNA
NC_003737	RNA
NC_006272	RNA
NC_003445	RNA
NC_003461	RNA
NC_014967	RNA
NC_016992	RNA
NC_016994	RNA
NC_016995	RNA
NC_016996	RNA
NC_007670	RNA
NC_007755	RNA
NC_005976	RNA
NC_007180	RNA
NC_009247	RNA
NC_004756	RNA
NC_014898	RNA
NC_003533	RNA
NC_001481	RNA
NC_003649	RNA
NC_003651	RNA
NC_003652	RNA
NC_003653	RNA
NC_007192	RNA
NC_008020	RNA
NC_006568	RNA
NC_007741	RNA
NC_004053	RNA
NC_001710	RNA
NC_004067	RNA
NC_004074	RNA
NC_004109	RNA
NC_010758	RNA
NC_003654	RNA
NC_003655	RNA
NC_003658	RNA
NC_003678	RNA
NC_007573	RNA
NC_001500	RNA
NC_001506	RNA
NC_001885	RNA
NC_008029	RNA
NC_003781	RNA
NC_003625	RNA
NC_001890	RNA
NC_005028	RNA
NC_003770	RNA
NC_003810	RNA
NC_001785	RNA
NC_001543	RNA
NC_010252	RNA
NC_010702	RNA
NC_008301	RNA
NC_010800	RNA
NC_010712	RNA
NC_008614	RNA
NC_006022	RNA
NC_006023	RNA
NC_006010	RNA
NC_003985	RNA
NC_003850	RNA
NC_011362	RNA
NC_005981	RNA
NC_005304	RNA
NC_003876	RNA
NC_003877	RNA
NC_003883	RNA
NC_003885	RNA
NC_003889	RNA
NC_017003	RNA
NC_005898	RNA
NC_005790	RNA
NC_010705	RNA
NC_004110	RNA
NC_014359	RNA
NC_014360	RNA
NC_010987	RNA
NC_014709	RNA
NC_014710	RNA
NC_014712	RNA
NC_014713	RNA
NC_014714	RNA
NC_014715	RNA
NC_014716	RNA
NC_009026	RNA
NC_007380	RNA
NC_004201	RNA
NC_010988	RNA
NC_010989	RNA
NC_010990	RNA
NC_010991	RNA
NC_014717	RNA
NC_013527	RNA
NC_010986	RNA
NC_014521	RNA
NC_014730	RNA
NC_014606	RNA
NC_010165	RNA
NC_008251	RNA
NC_011591	RNA
NC_006554	RNA
NC_013058	RNA
NC_013060	RNA
NC_005220	RNA
NC_006307	RNA
NC_007662	RNA
NC_013075	RNA
NC_013076	RNA
NC_006318	RNA
NC_002738	RNA
NC_012136	RNA
NC_026431	RNA
NC_004666	RNA
NC_007757	RNA
NC_012437	RNA
NC_008552	RNA
NC_017824	RNA
NC_003463	RNA
NC_014609	RNA
NC_016136	RNA
NC_005228	RNA
NC_004807	RNA
NC_003005	RNA
NC_011525	RNA
NC_011639	RNA
NC_010248	RNA
NC_010250	RNA
NC_010251	RNA
NC_010249	RNA
NC_010256	RNA
NC_011643	RNA
NC_016142	RNA
NC_016143	RNA
NC_003670	RNA
NC_006025	RNA
NC_014327	RNA
NC_012909	RNA
NC_026434	RNA
NC_026435	RNA
NC_026436	RNA
NC_026437	RNA
NC_026438	RNA
NC_001351	RNA
NC_010745	RNA
NC_005235	RNA
NC_012776	RNA
NC_009489	RNA
NC_007544	RNA
NC_003730	RNA
NC_003731	RNA
NC_002306	RNA
NC_010247	RNA
NC_001414	RNA
NC_002034	RNA
NC_004009	RNA
NC_003659	RNA
NC_001753	RNA
NC_006458	RNA
NC_009252	RNA
NC_005302	RNA
NC_003514	RNA
NC_002187	RNA
NC_003006	RNA
NC_003011	RNA
NC_003012	RNA
NC_003009	RNA
NC_004016	RNA
NC_004159	RNA
NC_005300	RNA
NC_002030	RNA
NC_001786	RNA
NC_002323	RNA
NC_010703	RNA
NC_010591	RNA
NC_010667	RNA
NC_002327	RNA
NC_002351	RNA
NC_002359	RNA
NC_002160	RNA
NC_015706	RNA
NC_009892	RNA
NC_002325	RNA
NC_003010	RNA
NC_006062	RNA
NC_013461	RNA
NC_001556	RNA
NC_009536	RNA
NC_012561	RNA
NC_008585	RNA
NC_001617	RNA
NC_004145	RNA
NC_003820	RNA
NC_010704	RNA
NC_005136	RNA
NC_012585	RNA
NC_006007	RNA
NC_002356	RNA
NC_003300	RNA
NC_003299	RNA
NC_003301	RNA
NC_001746	RNA
NC_003657	RNA
NC_001671	RNA
NC_006012	RNA
NC_004146	RNA
NC_003523	RNA
NC_003778	RNA
NC_003971	RNA
NC_003619	RNA
NC_005817	RNA
NC_005818	RNA
NC_005819	RNA
NC_001641	RNA
NC_005074	RNA
NC_011501	RNA
NC_011502	RNA
NC_009947	RNA
NC_015877	RNA
NC_015878	RNA
NC_015883	RNA
NC_003548	RNA
NC_003501	RNA
NC_007744	RNA
NC_009528	RNA
NC_014823	RNA
NC_001780	RNA
NC_001990	RNA
NC_005084	RNA
NC_023812	RNA
NC_008040	RNA
NC_009894	RNA
NC_008041	RNA
NC_004121	RNA
NC_016417	RNA
NC_005895	RNA
NC_003532	RNA
NC_003775	RNA
NC_003633	RNA
NC_011187	RNA
NC_002615	RNA
NC_003512	RNA
NC_002470	RNA
NC_003837	RNA
NC_001625	RNA
NC_002026	RNA
NC_002027	RNA
NC_008172	RNA
NC_008174	RNA
NC_008176	RNA
NC_004047	RNA
NC_003617	RNA
NC_001836	RNA
NC_001768	RNA
NC_003483	RNA
NC_008181	RNA
NC_007729	RNA
NC_006942	RNA
NC_007155	RNA
NC_001502	RNA
NC_007915	RNA
NC_002990	RNA
NC_002991	RNA
NC_003788	RNA
NC_003003	RNA
NC_003004	RNA
NC_009533	RNA
NC_010561	RNA
NC_004017	RNA
NC_004013	RNA
NC_003433	RNA
NC_003791	RNA
NC_004123	RNA
NC_003855	RNA
NC_007904	RNA
NC_006024	RNA
NC_005174	RNA
NC_010590	RNA
NC_012484	RNA
NC_003631	RNA
NC_003636	RNA
NC_003637	RNA
NC_009224	RNA
NC_005219	RNA
NC_011702	RNA
NC_011704	RNA
NC_011705	RNA
NC_012531	RNA
NC_001615	RNA
NC_015220	RNA
NC_004296	RNA
NC_006573	RNA
NC_012536	RNA
NC_012537	RNA
NC_003630	RNA
NC_012538	RNA
NC_012539	RNA
NC_012540	RNA
NC_012543	RNA
NC_012544	RNA
NC_012545	RNA
NC_012546	RNA
NC_002036	RNA
NC_016081	RNA
NC_004297	RNA
NC_021874	RNA
NC_015874	RNA
NC_016416	RNA
NC_038011	RNA
NC_003786	RNA
NC_003510	RNA
NC_003792	RNA
NC_006276	RNA
NC_006275	RNA
NC_007559	RNA
NC_001575	RNA
NC_002208	RNA
NC_002209	RNA
NC_002204	RNA
NC_002210	RNA
NC_001608	RNA
NC_006500	RNA
NC_002207	RNA
NC_004219	RNA
NC_006004	RNA
NC_003842	RNA
NC_003924	RNA
NC_004161	RNA
NC_003751	RNA
NC_015843	RNA
NC_010437	RNA
NC_003500	RNA
NC_010759	RNA
NC_010760	RNA
NC_010761	RNA
NC_006269	RNA
NC_005997	RNA
NC_009448	RNA
NC_010490	RNA
NC_010491	RNA
NC_010308	RNA
NC_012798	RNA
NC_005234	RNA
NC_005233	RNA
NC_001661	RNA
NC_010746	RNA
NC_010747	RNA
NC_010748	RNA
NC_010750	RNA
NC_010753	RNA
NC_014742	RNA
NC_004060	RNA
NC_011349	RNA
NC_001653	RNA
NC_003734	RNA
NC_003015	RNA
NC_004809	RNA
NC_007592	RNA
NC_007589	RNA
NC_004220	RNA
NC_003549	RNA
NC_003622	RNA
NC_004063	RNA
NC_003545	RNA
NC_003544	RNA
NC_007619	RNA
NC_007656	RNA
NC_007658	RNA
NC_007659	RNA
NC_007660	RNA
NC_007664	RNA
NC_007665	RNA
NC_004014	RNA
NC_004724	RNA
NC_003811	RNA
NC_011539	RNA
NC_003840	RNA
NC_003482	RNA
NC_001793	RNA
NC_003626	RNA
NC_004039	RNA
NC_007553	RNA
NC_007554	RNA
NC_007666	RNA
NC_007668	RNA
NC_007669	RNA
NC_007671	RNA
NC_007415	RNA
NC_011503	RNA
NC_011504	RNA
NC_011506	RNA
NC_011508	RNA
NC_011509	RNA
NC_003491	RNA
NC_002634	RNA
NC_007017	RNA
NC_003844	RNA
NC_006948	RNA
NC_007748	RNA
NC_007754	RNA
NC_007756	RNA
NC_007742	RNA
NC_007743	RNA
NC_007746	RNA
NC_007747	RNA
NC_008171	RNA
NC_004210	RNA
NC_005223	RNA
NC_002058	RNA
NC_003224	RNA
NC_003805	RNA
NC_011510	RNA
NC_017714	RNA
NC_003821	RNA
NC_004909	RNA
NC_004910	RNA
NC_004912	RNA
NC_014977	RNA
NC_002358	RNA
NC_002657	RNA
NC_016403	RNA
NC_016404	RNA
NC_017084	RNA
NC_007376	RNA
NC_007377	RNA
NC_007375	RNA
NC_004051	RNA
NC_007357	RNA
NC_007359	RNA
NC_005977	RNA
NC_008039	RNA
NC_008178	RNA
NC_008179	RNA
NC_006567	RNA
NC_007563	RNA
NC_007222	RNA
NC_010754	RNA
NC_005237	RNA
NC_001545	RNA
NC_002532	RNA
NC_016405	RNA
NC_015936	RNA
NC_007360	RNA
NC_007364	RNA
NC_007366	RNA
NC_007367	RNA
NC_007368	RNA
NC_007369	RNA
NC_007561	RNA
NC_007564	RNA
NC_007565	RNA
NC_007568	RNA
NC_007026	RNA
NC_007027	RNA
NC_016962	RNA
NC_009243	RNA
NC_004751	RNA
NC_002198	RNA
NC_007370	RNA
NC_007454	RNA
NC_007020	RNA
NC_002633	RNA
NC_006950	RNA
NC_008393	RNA
NC_006964	RNA
NC_006965	RNA
NC_007433	RNA
NC_008706	RNA
NC_007447	RNA
NC_010984	RNA
NC_010351	RNA
NC_010349	RNA
NC_014129	RNA
NC_014593	RNA
NC_004173	RNA
NC_004175	RNA
NC_003688	RNA
NC_003743	RNA
NC_001696	RNA
NC_002023	RNA
NC_002019	RNA
NC_002017	RNA
NC_008707	RNA
NC_008292	RNA
NC_008734	RNA
NC_008735	RNA
NC_009527	RNA
NC_004169	RNA
NC_003776	RNA
NC_003824	RNA
NC_003833	RNA
NC_003834	RNA
NC_003835	RNA
NC_003872	RNA
NC_003874	RNA
NC_004363	RNA
NC_004364	RNA
NC_001407	RNA
NC_003882	RNA
NC_004006	RNA
NC_004007	RNA
NC_004177	RNA
NC_004181	RNA
NC_004182	RNA
NC_004183	RNA
NC_004184	RNA
NC_006051	RNA
NC_007737	RNA
NC_003761	RNA
NC_002700	RNA
NC_004423	RNA
NC_001815	RNA
NC_004186	RNA
NC_004187	RNA
NC_004191	RNA
NC_004212	RNA
NC_004213	RNA
NC_004214	RNA
NC_004292	RNA
NC_004293	RNA
NC_011555	RNA
NC_003264	RNA
NC_004541	RNA
NC_004752	RNA
NC_001982	RNA
NC_002561	RNA
NC_003542	RNA
NC_004188	RNA
NC_005097	RNA
NC_008300	RNA
NC_004158	RNA
NC_005236	RNA
NC_003832	RNA
NC_003841	RNA
NC_003843	RNA
NC_003569	RNA
NC_004294	RNA
NC_001549	RNA
NC_005996	RNA
NC_006020	RNA
NC_006021	RNA
NC_005978	RNA
NC_005979	RNA
NC_005980	RNA
NC_002037	RNA
NC_007241	RNA
NC_010732	RNA
NC_010711	RNA
NC_001278	RNA
NC_002598	RNA
NC_001558	RNA
NC_002161	RNA
NC_013105	RNA
NC_013106	RNA
NC_013108	RNA
NC_013109	RNA
NC_013110	RNA
NC_013111	RNA
NC_013112	RNA
NC_005965	RNA
NC_007585	RNA
NC_007583	RNA
NC_001803	RNA
NC_006430	RNA
NC_005065	RNA
NC_001628	RNA
NC_013113	RNA
NC_012754	RNA
NC_006006	RNA
NC_003557	RNA
NC_002063	RNA
NC_006503	RNA
NC_004199	RNA
NC_005903	RNA
NC_003634	RNA
NC_003673	RNA
NC_004211	RNA
NC_004217	RNA
NC_004218	RNA
NC_013133	RNA
NC_013134	RNA
NC_003741	RNA
NC_001462	RNA
NC_001469	RNA
NC_001837	RNA
NC_001946	RNA
NC_001977	RNA
NC_014511	RNA
NC_014512	RNA
NC_001981	RNA
NC_002041	RNA
NC_014513	RNA
NC_014514	RNA
NC_014517	RNA
NC_014518	RNA
NC_014519	RNA
NC_014520	RNA
NC_014522	RNA
NC_001513	RNA
NC_001633	RNA
NC_001652	RNA
NC_001782	RNA
NC_001964	RNA
NC_000903	RNA
NC_002206	RNA
NC_014525	RNA
NC_014526	RNA
NC_014528	RNA
NC_014529	RNA
NC_014530	RNA
NC_014531	RNA
NC_000960	RNA
NC_002064	RNA
NC_002551	RNA
NC_002562	RNA
NC_002564	RNA
NC_014464	RNA
NC_002565	RNA
NC_002566	RNA
NC_002567	RNA
NC_001403	RNA
NC_001963	RNA
NC_002563	RNA
NC_002042	RNA
NC_001553	RNA
NC_000885	RNA
NC_002557	RNA
NC_003380	RNA
NC_003471	RNA
NC_003502	RNA
NC_003531	RNA
NC_010538	RNA
NC_014546	RNA
NC_003535	RNA
NC_003538	RNA
NC_003668	RNA
NC_003671	RNA
NC_003682	RNA
NC_003683	RNA
NC_003723	RNA
NC_003749	RNA
NC_011500	RNA
NC_003543	RNA
NC_003601	RNA
NC_003612	RNA
NC_003756	RNA
NC_003757	RNA
NC_003771	RNA
NC_003783	RNA
NC_003784	RNA
NC_003802	RNA
NC_015070	RNA
NC_012698	RNA
NC_014790	RNA
NC_007542	RNA
NC_008038	RNA
NC_001918	RNA
NC_007524	RNA
NC_007525	RNA
NC_007526	RNA
NC_007528	RNA
NC_007529	RNA
NC_015469	RNA
NC_016144	RNA
NC_009241	RNA
NC_006507	RNA
NC_006508	RNA
NC_006498	RNA
NC_006497	RNA
NC_006501	RNA
NC_005227	RNA
NC_001409	RNA
NC_011535	RNA
NC_007903	RNA
NC_007154	RNA
NC_006064	RNA
NC_005283	RNA
NC_003983	RNA
NC_016152	RNA
NC_016153	RNA
NC_003839	RNA
NC_006558	RNA
NC_004422	RNA
NC_001818	RNA
NC_005285	RNA
NC_001339	RNA
NC_001554	RNA
NC_016155	RNA
NC_009891	RNA
NC_006451	RNA
NC_003347	RNA
NC_004144	RNA
NC_003608	RNA
NC_005343	RNA
NC_001812	RNA
NC_002792	RNA
NC_009520	RNA
NC_009521	RNA
NC_001542	RNA
NC_010305	RNA
NC_001564	RNA
NC_008180	RNA
NC_007674	RNA
NC_003113	RNA
NC_003534	RNA
NC_002560	RNA
NC_001921	RNA
NC_004221	RNA
NC_003397	RNA
NC_010346	RNA
NC_010347	RNA
NC_010348	RNA
NC_002691	RNA
NC_002701	RNA
NC_003369	RNA
NC_003375	RNA
NC_003451	RNA
NC_007372	RNA
NC_006572	RNA
NC_007221	RNA
NC_002468	RNA
NC_024781	RNA
NC_003452	RNA
NC_003453	RNA
NC_003487	RNA
NC_003497	RNA
NC_005092	RNA
NC_003697	RNA
NC_003702	RNA
NC_003703	RNA
NC_006433	RNA
NC_017099	RNA
NC_004054	RNA
NC_026432	RNA
NC_003020	RNA
NC_003021	RNA
NC_003018	RNA
NC_004750	RNA
NC_016758	RNA
NC_016759	RNA
NC_016757	RNA
NC_005029	RNA
NC_004906	RNA
NC_004907	RNA
NC_003700	RNA
NC_004035	RNA
NC_003553	RNA
NC_008824	RNA
NC_014598	RNA
NC_014600	RNA
NC_014601	RNA
NC_014603	RNA
NC_014604	RNA
NC_014605	RNA
NC_003890	RNA
NC_010701	RNA
NC_001366	RNA
NC_003023	RNA
NC_003016	RNA
NC_003025	RNA
NC_008514	RNA
NC_008516	RNA
NC_006495	RNA
NC_006506	RNA
NC_006505	RNA
NC_004120	RNA
NC_008731	RNA
NC_005176	RNA
NC_006320	RNA
NC_015411	RNA
NC_015412	RNA
NC_015414	RNA
NC_001471	RNA
NC_001480	RNA
NC_010706	RNA
NC_005975	RNA
NC_001402	RNA
NC_003852	RNA
NC_004106	RNA
NC_003019	RNA
NC_003024	RNA
NC_003848	RNA
NC_004198	RNA
NC_001461	RNA
NC_004301	RNA
NC_010700	RNA
NC_010253	RNA
NC_010743	RNA
NC_003847	RNA
NC_003884	RNA
NC_002766	RNA
NC_003412	RNA
NC_015415	RNA
NC_015413	RNA
NC_002018	RNA
NC_003779	RNA
NC_004714	RNA
NC_003355	RNA
NC_004995	RNA
NC_009244	RNA
NC_004204	RNA
NC_002025	RNA
NC_011062	RNA
NC_009250	RNA
NC_009609	RNA
NC_007588	RNA
NC_003809	RNA
NC_004362	RNA
NC_003759	RNA
NC_003758	RNA
NC_003769	RNA
NC_003650	RNA
NC_003499	RNA
NC_009246	RNA
NC_003468	RNA
NC_005848	RNA
NC_005849	RNA
NC_004108	RNA
NC_002692	RNA
NC_009896	RNA
NC_003550	RNA
NC_003623	RNA
NC_003694	RNA
NC_000874	RNA
NC_009640	RNA
NC_012212	RNA
NC_012805	RNA
NC_006496	RNA
NC_014397	RNA
NC_001600	RNA
NC_003660	RNA
NC_000940	RNA
NC_010756	RNA
NC_007533	RNA
NC_001618	RNA
NC_005775	RNA
NC_001598	RNA
NC_016769	RNA
NC_002328	RNA
NC_003746	RNA
NC_004015	RNA
NC_007679	RNA
NC_005080	RNA
NC_012777	RNA
NC_013107	RNA
NC_003518	RNA
NC_003519	RNA
NC_002500	RNA
NC_004189	RNA
NC_001822	RNA
NC_003602	RNA
NC_001722	RNA
NC_006264	RNA
NC_007157	RNA
NC_007159	RNA
NC_007160	RNA
NC_007161	RNA
NC_007540	RNA
NC_007523	RNA
NC_005226	RNA
NC_003681	RNA
NC_004439	RNA
NC_004441	RNA
NC_002020	RNA
NC_009608	RNA
NC_008580	RNA
NC_003203	RNA
NC_003738	RNA
NC_010560	RNA
NC_010562	RNA
NC_010563	RNA
NC_009742	RNA
NC_001658	RNA
NC_006054	RNA
NC_003511	RNA
NC_001830	RNA
NC_004451	RNA
NC_003611	RNA
NC_005039	RNA
NC_015468	RNA
NC_007162	RNA
NC_003799	RNA
NC_005224	RNA
NC_003854	RNA
NC_004033	RNA
NC_015939	RNA
NC_007572	RNA
NC_007361	RNA
NC_014515	RNA
NC_014602	RNA
NC_010584	RNA
NC_010587	RNA
NC_010588	RNA
NC_010592	RNA
NC_010593	RNA
NC_003704	RNA
NC_003705	RNA
NC_003706	RNA
NC_003707	RNA
NC_003710	RNA
NC_003711	RNA
NC_003906	RNA
NC_004034	RNA
NC_003546	RNA
NC_003725	RNA
NC_004048	RNA
NC_004050	RNA
NC_004064	RNA
NC_005222	RNA
NC_005216	RNA
NC_001651	RNA
NC_004206	RNA
NC_004207	RNA
NC_004208	RNA
NC_004209	RNA
NC_004365	RNA
NC_001452	RNA
NC_004366	RNA
NC_007341	RNA
NC_006432	RNA
NC_004725	RNA
NC_007586	RNA
NC_007587	RNA
NC_001801	RNA
NC_010343	RNA
NC_010344	RNA
NC_010345	RNA
NC_010350	RNA
NC_006262	RNA
NC_002602	RNA
NC_004452	RNA
NC_002800	RNA
NC_009890	RNA
NC_001906	RNA
NC_002645	RNA
NC_005339	RNA
NC_016044	RNA
NC_004359	RNA
NC_005985	RNA
NC_005831	RNA
NC_001552	RNA
NC_003017	RNA
NC_016896	RNA
NC_015884	RNA
NC_015885	RNA
NC_015886	RNA
NC_011557	RNA
NC_011558	RNA
NC_011559	RNA
NC_001632	RNA
NC_003448	RNA
NC_016881	RNA
NC_016882	RNA
NC_016883	RNA
NC_016874	RNA
NC_016875	RNA
NC_016876	RNA
NC_006439	RNA
NC_001501	RNA
NC_003808	RNA
NC_011568	RNA
NC_006502	RNA
NC_005078	RNA
NC_005082	RNA
NC_003870	RNA
NC_003696	RNA
NC_007374	RNA
NC_007535	RNA
NC_009519	RNA
NC_007548	RNA
NC_001940	RNA
NC_005138	RNA
NC_001450	RNA
NC_002803	RNA
NC_007531	RNA
NC_007532	RNA
NC_006550	RNA
NC_006065	RNA
NC_003836	RNA
NC_010438	RNA
NC_014509	RNA
NC_016033	RNA
NC_006066	RNA
NC_001728	RNA
NC_001411	RNA
NC_011507	RNA
NC_018381	RNA
NC_002549	RNA
NC_004421	RNA
NC_003798	RNA
NC_016880	RNA
NC_003537	RNA
NC_006941	RNA
NC_016961	RNA
NC_003790	RNA
NC_001557	RNA
NC_002028	RNA
NC_017685	RNA
NC_003851	RNA
NC_003735	RNA
NC_003728	RNA
NC_003754	RNA
NC_003755	RNA
NC_000947	RNA
NC_002552	RNA
NC_007661	RNA
NC_004172	RNA
NC_007570	RNA
NC_005993	RNA
NC_005994	RNA
NC_005995	RNA
NC_002797	RNA
NC_014708	RNA
NC_003794	RNA
NC_003838	RNA
NC_001504	RNA
NC_002051	RNA
NC_002052	RNA
NC_006056	RNA
NC_003747	RNA
NC_005854	RNA
NC_016993	RNA
NC_009757	RNA
NC_009758	RNA
NC_015495	RNA
NC_011532	RNA
NC_011536	RNA
NC_011537	RNA
NC_014978	RNA
NC_011540	RNA
NC_011541	RNA
NC_011543	RNA
NC_011549	RNA
NC_011550	RNA
NC_011552	RNA
NC_011553	RNA
NC_011556	RNA
NC_003674	RNA
NC_001916	RNA
NC_015639	RNA
NC_009991	RNA
NC_009988	RNA
NC_003540	RNA
NC_002558	RNA
NC_009996	RNA
NC_009537	RNA
NC_006016	RNA
NC_006017	RNA
NC_002326	RNA
NC_005992	RNA
NC_006019	RNA
NC_007753	RNA
NC_012799	RNA
NC_001495	RNA
NC_005217	RNA
NC_003853	RNA
NC_004052	RNA
NC_001948	RNA
NC_006574	RNA
NC_007672	RNA
NC_007667	RNA
NC_001512	RNA
NC_001413	RNA
NC_003618	RNA
NC_013443	RNA
NC_006575	RNA
NC_001479	RNA
NC_003469	RNA
NC_003481	RNA
NC_007378	RNA
NC_006429	RNA
NC_001544	RNA
NC_003899	RNA
NC_003900	RNA
NC_003908	RNA
NC_003621	RNA
NC_006428	RNA
NC_013225	RNA
NC_013226	RNA
NC_013227	RNA
NC_013447	RNA
NC_005286	RNA
NC_014396	RNA
NC_013228	RNA
NC_013229	RNA
NC_013230	RNA
NC_013232	RNA
NC_013233	RNA
NC_013234	RNA
NC_003536	RNA
NC_004190	RNA
NC_004176	RNA
NC_004008	RNA
NC_001748	RNA
NC_003376	RNA
NC_002604	RNA
NC_003480	RNA
NC_012957	RNA
NC_003772	RNA
NC_003603	RNA
NC_001464	RNA
NC_003446	RNA
NC_003462	RNA
NC_003692	RNA
NC_003724	RNA
NC_004908	RNA
NC_005214	RNA
NC_009895	RNA
NC_001959	RNA
NC_003661	RNA
NC_003714	RNA
NC_004142	RNA
NC_003613	RNA
NC_004185	RNA
NC_004579	RNA
NC_013258	RNA
NC_013259	RNA
NC_003760	RNA
NC_003764	RNA
NC_005983	RNA
NC_006060	RNA
NC_003398	RNA
NC_006440	RNA
NC_006504	RNA
NC_001367	RNA
NC_005266	RNA
NC_010708	RNA
NC_010709	RNA
NC_011807	RNA
NC_011808	RNA
NC_011809	RNA
NC_001499	RNA
NC_001463	RNA
NC_001920	RNA
NC_008250	RNA
NC_004180	RNA
NC_003750	RNA
NC_003826	RNA
NC_002050	RNA
NC_006437	RNA
NC_001368	RNA
NC_003689	RNA
NC_005988	RNA
NC_006005	RNA
NC_005998	RNA
NC_001796	RNA
NC_015493	RNA
NC_001550	RNA
NC_003849	RNA
NC_003627	RNA
NC_003008	RNA
NC_010415	RNA
NC_013695	RNA
NC_001490	RNA
NC_012702	RNA
NC_012703	RNA
NC_015668	RNA
NC_003495	RNA
NC_015494	RNA
NC_012127	RNA
NC_006566	RNA
NC_001749	RNA
NC_003693	RNA
NC_012699	RNA
NC_006961	RNA
NC_010752	RNA
NC_010665	RNA
NC_010662	RNA
NC_010594	RNA
NC_010585	RNA
NC_004010	RNA
NC_001472	RNA
NC_003800	RNA
NC_001886	RNA
NC_003679	RNA
NC_010663	RNA
NC_010664	RNA
NC_010669	RNA
NC_010806	RNA
NC_010809	RNA
NC_003801	RNA
NC_012542	RNA
NC_003990	RNA
NC_007340	RNA
NC_007358	RNA
NC_007363	RNA
NC_007448	RNA
NC_003629	RNA
NC_010810	RNA
NC_014904	RNA
NC_006435	RNA
NC_007547	RNA
NC_007556	RNA
NC_007538	RNA
NC_001440	RNA
NC_007289	RNA
NC_004905	RNA
NC_013007	RNA
NC_007522	RNA
NC_007527	RNA
NC_007642	RNA
NC_016878	RNA
NC_016879	RNA
NC_001498	RNA
NC_026433	RNA
NC_010832	RNA
NC_004205	RNA
NC_008182	RNA
NC_008183	RNA
NC_008708	RNA
NC_006367	RNA
NC_002021	RNA
NC_003547	RNA
NC_003555	RNA
NC_003780	RNA
NC_011067	RNA
NC_007736	RNA
NC_007738	RNA
NC_007739	RNA
NC_001925	RNA
NC_013463	RNA
NC_013462	RNA
NC_004911	RNA
NC_006296	RNA
NC_000855	RNA
NC_006306	RNA
NC_014126	RNA
NC_007803	RNA
NC_001492	RNA
NC_001721	RNA
NC_003607	RNA
NC_003013	RNA
NC_010749	RNA
NC_009805	RNA
NC_007362	RNA
NC_007382	RNA
NC_007381	RNA
NC_011659	RNA
NC_014137	RNA
NC_002022	RNA
NC_007562	RNA
NC_007567	RNA
NC_007740	RNA
NC_011620	RNA
NC_007216	RNA
NC_007750	RNA
NC_002066	RNA
NC_002588	RNA
NC_013231	RNA
NC_009657	RNA
NC_001364	RNA
NC_006310	RNA
NC_003736	RNA
NC_009994	RNA
NC_003976	RNA
NC_011803	RNA
NC_008294	RNA
NC_008303	RNA
NC_006441	RNA
NC_009025	RNA
NC_008173	RNA
NC_008366	RNA
NC_005094	RNA
NC_014064	RNA
NC_015522	RNA
NC_015523	RNA
NC_015521	RNA
NC_015524	RNA
NC_009249	RNA
NC_007745	RNA
NC_006963	RNA
NC_002548	RNA
NC_009756	RNA
NC_009992	RNA
NC_010295	RNA
NC_010306	RNA
NC_007371	RNA
NC_007373	RNA
NC_001430	RNA
NC_007916	RNA
NC_007566	RNA
NC_008311	RNA
NC_009642	RNA
NC_009251	RNA
NC_009032	RNA
NC_009946	RNA
NC_011069	RNA
NC_010668	RNA
NC_011066	RNA
NC_010521	RNA
NC_010586	RNA
NC_010589	RNA
NC_010755	RNA
NC_012958	RNA
NC_007913	RNA
NC_015467	RNA
NC_010751	RNA
NC_010489	RNA
NC_010954	RNA
NC_011189	RNA
NC_012135	RNA
NC_001639	RNA
NC_001961	RNA
NC_015373	RNA
NC_006939	RNA
NC_011400	RNA
NC_012134	RNA
